do	130
ren	91
na	72
var	30
uğun	30
ar	26
3	26
muşi	16
mkiri	16
şeni	13
jur	13
Art’aşenis	12
lazut’i	11
kva	11
dido	11
steri	10
majura	10
k’un3’uli	10
kvaş	10
didi	10
Art’aşenişi	10
ç’it’a	9
3’anas	9
u3’umernan	8
mç’ipe	8
muşis	8
dilibğen	8
am	8
ya	7
doloxe	7
yado	6
rt’u	6
ncas	6
Art’aşeni	6
3’k’ari	6
ç’eşidi	5
çaişi	5
xaçka	5
margaluri	5
mara	5
ma	5
m3ika	5
k’ala	5
kinaris	5
iz’iren	5
iqven	5
ikten	5
geoç’k’u	5
gedgin	5
ani	5
Ar	5
ğoci	4
vaxtis	4
va	4
uxvenupan	4
puti	4
oşis	4
otxo	4
nena	4
nak’onoba	4
n3’opulapes	4
mçxu	4
milioni	4
mek’ireli	4
k’un3’ulis	4
k’aik’i	4
k’ai	4
jini	4
jin	4
irişen	4
iqu	4
guris	4
gint’aşi	4
ginon	4
endra-gendra	4
emus	4
Tacikistanişi	4
Okorturaşi	4
O3xoci	4
Mskibu	4
Laşa	4
Aya	4
3’oxle	4
3’anapes	4
şupan	3
ğoconi	3
çkva	3
Çkva	3
z’angupan	3
yani	3
varna	3
t’aronoba	3
t’aroni	3
tude	3
tok’i	3
tarixis	3
svg	3
sum	3
st’abilize	3
sp’inak’ala	3
skidun	3
sebebiten	3
renan	3
oçildre	3
oras	3
oput’epes	3
oni	3
okaçun	3
odulyoba	3
o3xoci	3
noğa	3
nanç’inerot	3
mskibus	3
modini	3
meç’k’aderi	3
meçamu	3
met’re	3
merçeri	3
mendra	3
lise	3
k’ele	3
k’ap’et’i	3
koren	3
ixvenen	3
ixandepan	3
itkven	3
iqveni	3
iktas	3
ikipan	3
gza	3
guri	3
geç’k’apuroni	3
germa	3
geladgin	3
geberi	3
gale	3
ek	3
dixape	3
dixa	3
didote	3
didopeten	3
dibğen	3
bet’oni	3
aşo	3
aya	3
Yulva	3
Svanetis	3
Svaneti	3
Osmanuri	3
Modinis	3
Margali	3
Majura	3
Gurişi	3
Furt’unaşi	3
Am	3
3’oxleni	3
şkaguronis	2
şkaguri	2
şairi	2
ğurun	2
ğurnişa	2
ğalik	2
ğ	2
ç’eşidepeşi	2
çkinape	2
çkar	2
çarki	2
Çodina	2
Çarobaşi	2
Çaişi	2
yonç’ap	2
yedaz’ale	2
xvala	2
xoş	2
xonisteri	2
xoni	2
xomula	2
xolos	2
xaçkaş	2
xampa	2
xali	2
voret	2
upşu	2
t’ui	2
t’asunon	2
t’ak’o	2
tok’işi	2
tkvala	2
tis	2
svara	2
sp’ort’uli	2
spero	2
sotik’ele	2
skidunan	2
skidinaşi	2
skidalaEdit	2
si	2
semti	2
saloni	2
p’eriodis	2
p’at’inoboni	2
poladişi	2
pi3arişi	2
oş3’anurapes	2
oxorepe	2
ovro	2
oraten	2
orasti	2
orak’aloni	2
oput’e	2
omkvapa	2
omjore	2
oktaps	2
ogoru	2
ofi3ialuri	2
odulyobaşi	2
nulun	2
noğapeşa	2
noxap’ule	2
nispet’i	2
nenaş	2
nenate	2
naqonu	2
namtini	2
n3’opula	2
mç’imoni	2
muşişi	2
muşişa	2
muşiti	2
muğas	2
muxuri	2
mutepeşis	2
mulun	2
mtini	2
mteli	2
mot	2
monk’anoba	2
monk’a	2
mkups	2
mjoras	2
mintik’aşa	2
meçaps	2
mengapura	2
mağaloba	2
mançxaşi	2
mani	2
mamgurepeşi	2
m3’k’ili	2
lersepe	2
lapira	2
k’ule	2
k’orta	2
k’onari	2
k’m	2
k’eleni	2
ker3ela	2
jpg	2
iç’opinen	2
ilçe	2
gurişa	2
gulva	2
gont’aleri	2
germapeş	2
germape	2
gek’vatale	2
gedvaleri	2
eti	2
epto	2
ena	2
emuşeni	2
e3xala	2
dulya	2
dudnaziri	2
doloz’in	2
dobadona	2
do3igeri	2
dilibğas	2
dava	2
daha	2
coxoni	2
coxo	2
but’k’a	2
burme	2
biga	2
beciti	2
bağça	2
aqven	2
antilop’işi	2
andğati	2
amus	2
Yedaz’aleşi	2
Uçazoğaşi	2
Uçazoğa	2
T’amt’raşi	2
Turkiaşi	2
Tragelaphus	2
T'ayvanişi	2
Sum	2
Samegreloş	2
Rusepek	2
Oşis	2
Otenaşi	2
Mirk’ani	2
Maartani	2
Limaş	2
Lazut’i	2
Kvaşi	2
Kvas	2
Kvak	2
Kianuri	2
Jur	2
Gumatuta	2
Gaxariaş	2
Gaxaria	2
Farsuli	2
Emuşk’uleni	2
Emuşi	2
Dulya	2
Dixape	2
Didi	2
Bengaluri	2
Art’aşenurepek	2
Arabuli	2
Antilop’epe	2
Amuşeni	2
Akvi	2
Abja	2
3’opxupan	2
3’anaş	2
şvan	1
şurişi	1
şuri	1
şk’ule	1
şkas	1
şkaguronişen	1
şkaguroni	1
şirimonuri	1
şiras	1
şenobape	1
şeklepeş	1
şart’epeş	1
şamdanepes	1
Şonepe	1
Şkaguronis	1
İst’oriuli	1
İslamuri	1
İskenderişi	1
İrişen	1
İriatoni	1
İptinerot	1
İnglisuriten	1
ğurnisti	1
ğurnis	1
ğormoturoni	1
ğareli	1
ğalişa	1
ğalis	1
ğali	1
ğalepeşi	1
Ğurnis	1
Ğaliş	1
Ğalis	1
Ğalik	1
ç’opas	1
ç’k’adupt’u	1
ç’eşidepe	1
ç’areli	1
ç’arelen	1
çxoupe	1
çxomi	1
çxant’eri	1
çumers	1
çorçi	1
çkvaneri	1
çkvadoçkva	1
çkini	1
çkimi	1
çink’o	1
çinetişi	1
çi	1
çeyizi	1
çarkiş	1
çarkis	1
çaneri	1
çaiş	1
çai	1
Ç’uvalis	1
Ç’it’adudoni	1
Ç’it’a	1
Ç’avç’avaz’e-Dadianik	1
Ç’ant’uriak	1
Çxoro3’quş	1
Çkineburi	1
Çaykur	1
Çarkiş	1
Çarkis	1
Çarki	1
Çamlixemşiniş	1
Çaepuna	1
zoğaşen	1
zoğas	1
zoğap’icişen	1
zori	1
zop’onan	1
zomobas	1
zeni	1
zelzeleşi	1
zelzele	1
zelbi	1
zarifi	1
zabuni	1
yulva	1
yudaz’upan	1
yoğurti	1
yomğiraps	1
yinç’en	1
yeç’opinu	1
yeçkindut’u	1
yedgitinu	1
yedgita	1
yaylape	1
xveneri	1
xut’ula	1
xut	1
xurxi	1
xura	1
xonis	1
xoloti	1
xoci	1
xincepe	1
xendek’işen	1
xendek’iten	1
xegedves	1
xegedveri	1
xe3alaşa	1
xe3alaş	1
xe	1
xaçkaşi	1
xaçkas	1
xat’i	1
xaros	1
xaro	1
xanobaşa	1
xampoba	1
xalk’i	1
xalk’epe	1
xaci	1
voyvodinaşi	1
vitoar	1
vitepeten	1
vit	1
vilayeti	1
vadiş	1
vadis	1
vadepes	1
uğut’u	1
uğunan	1
uçumes	1
uçat’ale	1
uxvena	1
uvare	1
uomjoroni	1
unvanepete	1
unite	1
umosi	1
umk’itaps	1
umeran	1
ulurt’es	1
ulun	1
uk’orsoba	1
uk’ors	1
uk’ont’roleri	1
uk’açxeti	1
uk’açxeni	1
udodginu	1
udobağinobaş	1
ucoxaman	1
u3’umers	1
u3	1
t’uxun	1
t’urizmişi	1
t’urist’epek	1
t’u3a	1
t’oni	1
t’ilifoniş	1
t’ibu	1
t’erit’orias	1
t’eren	1
t’enoni	1
t’eni	1
t’eleviziaşi	1
t’aronobaşi	1
t’aronişi	1
txiri	1
tutas	1
tungsteni	1
tudeni	1
top	1
tolepe	1
tkvani	1
tkvalepeşen	1
tkvalaşen	1
tipepuna-oncvale	1
tipepuna	1
tina	1
timoşletineri	1
teşa	1
teği	1
tesirite	1
teriti	1
teri	1
ten	1
temas	1
temape	1
telişi	1
teli	1
tekrak’ati	1
tarixi	1
sveri	1
svas	1
svareli	1
svaraş	1
svarape	1
svaloni	1
sva	1
susami	1
suretepe	1
subt’rop’ik’uli	1
st’at’iape	1
st’at’ia	1
st’amba	1
st̆at̆iape	1
strepsiceros	1
sti	1
sp’ort’i	1
sp’inas	1
sp’ina	1
speropes	1
sotişa	1
sotis	1
soti	1
sotepesti	1
sotepes	1
sk’avrit’iti	1
skidinaş	1
skidinape	1
skides	1
situri	1
sinorepes	1
sinema	1
sezonuri	1
serias	1
semt’işa	1
semt’is	1
semt’i	1
semt’epeşen	1
semt’epes	1
semtiş	1
semtis	1
sebebite	1
sebebi	1
sağobaşoxori	1
sağobaşocaği	1
sant’raliten	1
sant’ralepes	1
sancak’işa	1
salisteri	1
sahilepeşen	1
saat’i	1
s	1
ruştiyes	1
ruba	1
rt̆es	1
rontgenişi	1
rk’inaşi	1
rk’inape	1
ret	1
rayoni	1
raxat’i	1
rak’anepe	1
raionişi	1
raft’ingişi	1
radio	1
qveneri	1
qurz’eni	1
qinorasti	1
qalişi	1
p’roblema	1
p’olik’linik’aşi	1
p’oet’uri	1
p’oet’iş	1
p’oet’i	1
p’at’işi	1
p’at’inoba	1
p’at’i	1
p’ap’ulik	1
puciş	1
poladiş	1
poladis	1
poezias	1
png	1
pasis	1
partoten	1
parto	1
partana	1
oşkes	1
oşkendaşa	1
oşkaloni	1
oşiş	1
oşi	1
oğoderenan	1
oğodape	1
oçildreş	1
oçildreyulvaş	1
oçanobaşi	1
oxvenu	1
oxvame	1
oxtimuşa	1
oxoşkvobaş	1
oxorişi	1
oxori	1
oxorepeşi	1
oxorepeş	1
oxorcalepek	1
oxorca	1
oxenapu	1
oxen3aluri	1
oxen3ale	1
oxanduşi	1
oxanduşa	1
oskedinu	1
oruba	1
orko	1
orguti	1
organepe	1
oraşendoni	1
orak’alonikti	1
oqopinot	1
oput’uri	1
oput’eti	1
oput’arepe	1
onç’unobaten	1
onç’onobaten	1
onç’obaten	1
ont’uleş	1
onk’anaps	1
ondepe	1
oncireten	1
on3’uranu	1
omç’ipanaps	1
omt’ines	1
omraluşi	1
omkirale	1
omjoreş	1
omjoreyulva	1
omapeşi	1
ok’vatumu	1
ok’uiçinu	1
ok’uik’aten	1
ok’oxvobapes	1
ok’ot’axes	1
ok’obğapan	1
ok’idu	1
oktiramu	1
oktas	1
oktalaşi	1
oktalaşa	1
oktalaş	1
oktala	1
okosaleten	1
okaçaps	1
ok'iğit	1
oguruşa	1
ocginas	1
ocağuri	1
oburbalaps	1
o3xont’inaps	1
o3xocişen	1
o3xociti	1
o3xocik	1
nyala	1
nuxizmet’ups	1
nutragups	1
nusebebups	1
nunç’uşun	1
nt’k’aberi	1
noşkeri	1
noğaşi	1
noğaşa	1
noğas	1
noğapes	1
noç’k’adun	1
noç’k’adapan	1
noç’iraps	1
nonç’aşi	1
no3’k’edaşi	1
niçinu	1
